KIC ID,d,r_med_geo,r_lo_geo,r_hi_geo,r_med_photogeo,r_lo_photogeo,r_hi_photogeo,phot_g_mean_mag
4067894,5.188970154306376e-06,257.3286437988281,255.3726043701172,259.4451599121094,256.26129150390625,254.25537109375,257.9997253417969,15.930299758911133
4074068,6.733132598721179e-05,218.48739624023438,217.22886657714844,219.76576232910156,218.38108825683594,216.9557342529297,219.7411651611328,15.54520034790039
4077867,7.770341967218445e-06,348.9759216308594,340.94720458984375,357.7388916015625,331.1796569824219,327.8999938964844,333.907470703125,15.7746000289917
4142890,0.0002394396424847101,73.71731567382812,73.65540313720703,73.78567504882812,73.7271499633789,73.6766586303711,73.77848052978516,13.698699951171875
4175707,2.938004986688729e-05,333.58917236328125,330.27166748046875,337.15716552734375,333.81005859375,330.38043212890625,336.3980712890625,14.901300430297852
4242514,0.00016498301288916072,171.92080688476562,171.18356323242188,172.5254669189453,172.0247039794922,171.2899627685547,172.73602294921875,15.614899635314941
4264634,8.585870645356495e-05,298.214599609375,287.3445739746094,307.376953125,294.4945983886719,285.39404296875,304.4083251953125,14.851099967956543
4275230,0.0001460854662494521,288.38427734375,286.2490539550781,290.90008544921875,288.9273681640625,286.8946838378906,290.87005615234375,15.345600128173828
4355503,0.00015594347768565023,213.57713317871094,212.70382690429688,214.26382446289062,213.31951904296875,212.4378204345703,214.06419372558594,15.050800323486328
4357520,0.00018114868599837156,184.35682678222656,183.7977752685547,185.04315185546875,184.3389129638672,183.634765625,184.9839630126953,15.02560043334961
4383248,2.7386239975595746e-05,207.96847534179688,206.9751434326172,208.98678588867188,208.0127716064453,206.99462890625,208.9033660888672,15.254599571228027
4544623,0.00014553464798767391,347.512939453125,344.15301513671875,351.47613525390625,348.28460693359375,344.4179382324219,351.5938720703125,16.045700073242188
4660255,3.582676355638575e-05,650.5138549804688,444.8260803222656,1475.1787109375,377.91455078125,350.13421630859375,423.08575439453125,15.862600326538086
4662431,2.0580855329442936e-05,287.72711181640625,285.07330322265625,290.4969482421875,287.2074279785156,285.325439453125,290.39544677734375,15.937100410461426
4726192,2.950067235004658e-05,345.08856201171875,343.3736267089844,346.8679504394531,344.9317626953125,343.1767578125,346.9071960449219,14.699899673461914
4731525,0.00021879731311263837,73.91227722167969,73.8428955078125,73.97013092041016,73.8871078491211,73.82279968261719,73.94319915771484,14.005399703979492
4741455,5.969699377814707e-05,487.9980163574219,481.00762939453125,493.7098083496094,486.7795715332031,481.6973571777344,491.7580871582031,15.051600456237793
4814229,1.7994475421865727e-06,346.2142639160156,343.7320861816406,349.0950927734375,345.54168701171875,342.06884765625,348.25238037109375,15.746000289916992
4819766,6.889649750292204e-05,320.0036926269531,257.2548522949219,399.3658447265625,332.1479797363281,295.14849853515625,374.8782653808594,16.222000122070312
4844804,4.137744417593194e-05,386.1239929199219,344.7477722167969,426.0543212890625,400.05145263671875,371.47430419921875,432.506591796875,15.774999618530273
4953358,0.00011548261405210984,334.7342224121094,330.39971923828125,338.30828857421875,333.58343505859375,330.8572692871094,336.67230224609375,15.448100090026855
4997179,0.00025529073844928407,154.95870971679688,154.32130432128906,155.55844116210938,154.9220428466797,154.0810546875,155.79440307617188,15.285200119018555
5016904,0.00023797955438132696,119.78596496582031,119.4306869506836,120.04259490966797,119.65811157226562,119.37385559082031,119.9588851928711,15.174200057983398
5041192,8.09403581875239e-05,2475.288330078125,1267.7828369140625,4126.40771484375,439.7785949707031,399.8536682128906,482.8848571777344,16.192800521850586
5083330,9.598667670145366e-05,363.1370544433594,357.4873962402344,369.4071044921875,361.6205139160156,354.3231506347656,368.4427185058594,15.872900009155273
5095098,2.9462638530307578e-05,276.93121337890625,275.2835388183594,279.0578918457031,277.4858093261719,275.46673583984375,279.4859313964844,15.069000244140625
5252367,0.00021251234190025012,61.79283905029297,61.73698043823242,61.85249710083008,61.80799865722656,61.730323791503906,61.893898010253906,14.383600234985352
5262561,1.4565296944060971e-05,355.99066162109375,350.4257507324219,361.20904541015625,357.7511901855469,353.14141845703125,362.4564514160156,15.282999992370605
5288534,4.060723939601316e-05,476.567138671875,470.8459167480469,481.8756103515625,469.2038879394531,464.5880432128906,473.0325012207031,15.49779987335205
5360129,2.7401820521996604e-05,358.12359619140625,354.3253173828125,362.0316162109375,357.65069580078125,353.88446044921875,361.6147766113281,15.82129955291748
5428088,6.1029542405435116e-05,343.8499450683594,336.8925476074219,350.0559997558594,324.1374206542969,318.4661865234375,342.08514404296875,15.405599594116211
5435923,4.905088746516267e-05,233.657470703125,222.37509155273438,246.14659118652344,230.19277954101562,220.9597930908203,241.5874481201172,15.475299835205078
5437459,3.331330289846928e-05,314.8322448730469,311.9148254394531,317.10491943359375,314.38140869140625,311.6108703613281,317.4471740722656,15.225899696350098
5516671,3.657330979058308e-05,431.79864501953125,404.88214111328125,466.6524353027344,437.1213073730469,416.0492248535156,460.8441162109375,15.50790023803711
5597604,7.754932397439896e-05,50.74785232543945,50.72023391723633,50.769344329833984,50.744815826416016,50.71607208251953,50.76909637451172,11.9798002243042
5603484,0.00011469081613882745,108.19905853271484,107.95916748046875,108.44487762451172,108.33116149902344,108.03633880615234,108.58721160888672,15.356900215148926
5607395,5.304165884438697e-05,379.7200927734375,376.94268798828125,383.5290832519531,380.3298645019531,377.46820068359375,383.29046630859375,15.599100112915039
5608002,6.56338654598011e-05,193.70350646972656,188.41302490234375,199.13278198242188,191.78469848632812,186.46678161621094,197.13104248046875,15.871999740600586
5621528,2.376072197997792e-05,303.38568115234375,300.21832275390625,307.00897216796875,303.62298583984375,300.58843994140625,306.9517517089844,15.969499588012695
5649085,7.946070992550653e-05,124.40638732910156,123.8448257446289,124.88709259033203,124.4247817993164,123.9906997680664,124.8340835571289,15.864500045776367
5685704,3.7034604402867136e-05,310.6755676269531,302.6939392089844,319.9666442871094,290.3790588378906,285.93170166015625,293.47528076171875,14.693099975585938
5709193,2.0676211973780352e-05,284.0191955566406,281.73223876953125,286.2607116699219,284.5626220703125,282.69097900390625,286.3447570800781,15.458000183105469
5739251,0.00014028128105511423,149.86685180664062,148.00926208496094,151.90713500976562,149.40719604492188,147.55262756347656,151.70936584472656,14.022600173950195
5785806,1.534666464253817e-05,446.0115966796875,441.3543395996094,450.2826843261719,442.9556884765625,438.86767578125,448.0414733886719,15.647299766540527
5791720,3.7849354214645086e-05,70.49684143066406,70.41332244873047,70.57691955566406,70.54095458984375,70.47480010986328,70.60162353515625,14.024299621582031
5855096,2.9737270450743333e-05,343.93267822265625,329.9088439941406,359.0535888671875,341.58599853515625,329.43792724609375,354.06195068359375,15.085800170898438
5855808,0.00012449120645694422,145.66278076171875,145.36444091796875,146.03709411621094,145.68911743164062,145.34573364257812,146.03131103515625,14.470600128173828
5855851,0.00015776715459197367,78.02222442626953,77.94267272949219,78.13398742675781,78.01820373535156,77.91769409179688,78.11187744140625,14.427900314331055
5858361,0.00021717502005615878,108.92032623291016,108.69487762451172,109.07345581054688,108.95272064208984,108.7653579711914,109.10819244384766,14.203499794006348
5859365,4.756746334326287e-05,258.1650695800781,256.7433776855469,259.94683837890625,257.8728942871094,256.1589050292969,259.30816650390625,15.67870044708252
5867742,0.00011510417567444961,251.61703491210938,249.36508178710938,254.07472229003906,250.66925048828125,248.59848022460938,252.3893585205078,15.770600318908691
5904275,0.00010407433852029499,168.6344451904297,167.7746124267578,169.24363708496094,168.69390869140625,168.05775451660156,169.37039184570312,15.62279987335205
5941226,5.4269342650471566e-05,409.02508544921875,398.93060302734375,417.2873840332031,400.4720764160156,378.3406677246094,416.5126037597656,15.738200187683105
5942891,6.080849069725635e-05,195.65599060058594,194.94357299804688,196.22976684570312,195.52957153320312,194.9669952392578,196.13839721679688,14.517800331115723
5962956,1.0927376538813706e-05,199.8081817626953,198.8443145751953,200.67564392089844,200.01333618164062,199.28839111328125,200.86441040039062,15.035300254821777
5966921,1.3281889877783542e-05,219.641845703125,217.6820831298828,221.4300537109375,219.91195678710938,218.005859375,221.8990936279297,14.510299682617188
6029053,3.5787679007117095e-05,433.7980651855469,410.67144775390625,460.39349365234375,425.0724182128906,402.4478454589844,448.9454650878906,15.777899742126465
6037009,0.00010875858665538611,133.51300048828125,132.9490203857422,134.06002807617188,133.36572265625,132.89808654785156,133.83322143554688,15.885299682617188
6038882,2.9961402910090125e-05,227.74447631835938,226.92111206054688,228.9069061279297,227.9170684814453,227.02706909179688,228.7181396484375,14.562299728393555
6060845,2.627482230599089e-05,320.8560791015625,317.93304443359375,323.96990966796875,320.1197509765625,317.7454833984375,322.5088806152344,15.60099983215332
6102338,7.913256416044434e-05,303.3343200683594,301.04241943359375,305.76678466796875,303.9630126953125,301.9713134765625,306.3482360839844,15.32509994506836
6117832,2.4696590408602693e-05,367.2984924316406,363.74908447265625,370.9454040527344,366.6146545410156,363.3993835449219,370.3128967285156,15.944600105285645
6129451,1.551608941984361e-05,224.27565002441406,223.23963928222656,225.24192810058594,223.91232299804688,221.8666229248047,225.2773895263672,14.856100082397461
6183736,0.00016438567851548386,136.76258850097656,136.0118865966797,137.48997497558594,136.7581787109375,135.98641967773438,137.50901794433594,16.431900024414062
6186082,1.9675138853020286e-05,330.4434509277344,326.9432067871094,333.8453063964844,328.3912353515625,326.4313049316406,330.54791259765625,15.694700241088867
6187812,3.420603307169363e-05,267.9710693359375,264.2964782714844,271.90753173828125,270.4656677246094,267.6195983886719,273.1080017089844,15.914600372314453
6187942,7.874094561997587e-05,151.984130859375,150.81393432617188,153.16209411621094,151.74012756347656,150.59608459472656,153.0587158203125,15.068099975585938
6224062,6.923217682503601e-05,152.4393310546875,152.02784729003906,152.8321075439453,152.44534301757812,152.02040100097656,152.74850463867188,14.431500434875488
6290811,8.352575979159772e-05,367.45416259765625,363.3330383300781,372.00054931640625,367.90557861328125,364.1329345703125,373.31854248046875,15.389200210571289
6310265,2.775635806420173e-05,308.74627685546875,305.312744140625,311.9654541015625,307.1722106933594,304.7447509765625,310.44189453125,15.809399604797363
6356144,1.5807039454192212e-05,250.4603271484375,249.34722900390625,251.45091247558594,250.6832275390625,249.57138061523438,251.7196807861328,14.741700172424316
6366330,4.101779579176989e-05,654.2734985351562,540.6771240234375,805.962158203125,398.15911865234375,364.2450866699219,425.21026611328125,16.08530044555664
6370174,1.2117857811600106e-05,279.68927001953125,276.7098388671875,283.4520568847656,279.91888427734375,276.4957580566406,283.54583740234375,15.57960033416748
6389733,0.00014076647386307575,154.33389282226562,153.77542114257812,154.9087371826172,154.23529052734375,153.7907257080078,154.7480926513672,15.264399528503418
6425928,2.0265657197702535e-05,349.4356689453125,342.1197204589844,356.9669494628906,349.46270751953125,340.7439880371094,356.2982177734375,14.50979995727539
6425989,1.6886985572142975e-05,252.7156524658203,251.20156860351562,254.0487823486328,252.68994140625,251.16961669921875,254.12278747558594,15.631099700927734
6460812,0.00027473494148266364,149.21998596191406,148.3258819580078,150.2658233642578,149.30691528320312,148.13314819335938,150.4659881591797,15.597299575805664
6503104,8.544708301754662e-05,213.667724609375,211.57525634765625,215.87576293945312,211.8165740966797,209.04335021972656,214.7049560546875,15.358799934387207
6507888,0.00011660995797668899,519.744384765625,509.09991455078125,528.419189453125,525.3126831054688,517.9296875,532.10498046875,15.257399559020996
6521526,7.124512720899865e-05,211.77975463867188,210.196044921875,213.17616271972656,211.7992401123047,210.14158630371094,213.85206604003906,15.100199699401855
6530792,0.00015722289027589803,296.8561706542969,294.5334167480469,299.3482666015625,293.5945129394531,291.8990173339844,296.0655517578125,15.9576997756958
6548898,0.00014209866524816605,209.140869140625,206.9149932861328,211.40386962890625,208.27525329589844,206.07754516601562,211.18898010253906,14.751299858093262
6550017,0.00012489492463215143,166.08486938476562,165.48770141601562,166.9168701171875,166.6929168701172,165.91554260253906,167.4452362060547,15.746199607849121
6600771,0.00027040109712571494,297.5876159667969,295.3377990722656,299.64581298828125,296.90673828125,295.07220458984375,299.152099609375,15.599599838256836
6607660,0.0002005183020413563,150.959716796875,150.3641357421875,151.69580078125,151.1068878173828,150.48097229003906,151.78456115722656,15.600099563598633
6609906,8.739465207908465e-05,259.39923095703125,254.92942810058594,266.05181884765625,259.8254699707031,253.97398376464844,265.1529235839844,15.343799591064453
6610837,0.00014499335066594195,218.50343322753906,214.03521728515625,222.65614318847656,209.82009887695312,207.21070861816406,217.61561584472656,15.211000442504883
6664639,2.1684587027020314e-05,503.0868225097656,493.74981689453125,514.6838989257812,480.3283996582031,474.3360290527344,484.8642578125,16.503999710083008
6668646,3.5820144601339196e-05,198.45684814453125,197.6060028076172,199.08802795410156,198.32237243652344,197.5243377685547,199.0867156982422,15.166000366210938
6669028,0.0001978988828384614,293.0687255859375,291.4737243652344,294.5632629394531,292.85205078125,291.3652038574219,294.7070007324219,15.155099868774414
6672948,3.74806501469e-05,334.4336242675781,330.0038146972656,338.6652526855469,325.3005065917969,323.1617431640625,327.12567138671875,16.39310073852539
6693042,7.927000278215945e-05,127.39351654052734,126.8602294921875,127.9349594116211,127.2323989868164,126.76923370361328,127.75774383544922,14.96780014038086
6720765,0.0002594462291165695,114.69255065917969,114.44811248779297,114.96658325195312,114.71501922607422,114.36870574951172,115.0132064819336,15.039999961853027
6763067,4.437199356331613e-05,281.3582458496094,279.2272033691406,283.3077697753906,279.8125915527344,278.00897216796875,281.88751220703125,15.651300430297852
6766663,3.5363553303000944e-05,215.63128662109375,214.7494354248047,216.8884735107422,214.66819763183594,212.3652801513672,216.0497283935547,13.84689998626709
6783369,9.141186561527802e-05,118.962158203125,118.73390197753906,119.2182388305664,118.95459747314453,118.69953155517578,119.16511535644531,14.464900016784668
6846570,0.00012633955420145737,252.05123901367188,250.91921997070312,253.02354431152344,251.83204650878906,250.73081970214844,252.65982055664062,14.582500457763672
6863726,6.141172224780064e-05,146.4779815673828,144.87364196777344,148.18609619140625,nan,nan,nan,16.603300094604492
6864295,4.884075808021477e-05,482.615478515625,472.94232177734375,490.84014892578125,479.313720703125,471.8397216796875,486.8861083984375,16.39579963684082
6925256,7.772126870848352e-05,131.7740478515625,131.29751586914062,132.1858367919922,131.97337341308594,131.38357543945312,132.48068237304688,15.731300354003906
6928206,0.00012541480792050205,211.52679443359375,201.7083740234375,222.74522399902344,194.92652893066406,190.68531799316406,197.6304473876953,14.334099769592285
6949326,7.21971548796362e-05,355.9566650390625,338.9249572753906,374.462890625,314.87451171875,306.5270690917969,321.8907470703125,14.714300155639648
6949412,6.022806512910354e-05,268.8269348144531,267.0994873046875,270.67950439453125,268.6864318847656,266.8448486328125,270.6739501953125,15.644000053405762
7018323,5.807077616793346e-05,384.2535705566406,381.5672302246094,387.59326171875,384.0687561035156,380.9237365722656,387.3924865722656,15.247599601745605
7033830,3.614065607082527e-05,194.703125,193.78834533691406,195.77041625976562,194.76885986328125,193.8318328857422,195.63571166992188,15.4443998336792
7100573,7.460794492111657e-05,205.86090087890625,204.56394958496094,207.75161743164062,205.534912109375,204.17599487304688,207.06504821777344,16.20789909362793
7117293,1.1306702841729855e-05,176.56640625,175.85968017578125,177.13507080078125,176.27198791503906,175.4801788330078,176.9556427001953,15.166399955749512
7123500,2.384234766832763e-05,250.85446166992188,248.9188690185547,253.19674682617188,250.50125122070312,248.15960693359375,252.4581298828125,15.564200401306152
7131515,2.777880703640062e-05,272.1202087402344,270.42010498046875,274.1029968261719,272.0282897949219,270.17755126953125,273.7481994628906,15.468400001525879
7190459,0.00015687834070748607,300.3678894042969,296.70635986328125,304.3900146484375,299.4345397949219,296.0747985839844,303.9599304199219,15.750100135803223
7191311,5.577901536088509e-05,213.9351806640625,213.3103485107422,214.6331329345703,214.0179443359375,213.32156372070312,214.6505584716797,14.500499725341797
7192199,3.238722459231082e-05,564.2266235351562,555.9197998046875,573.1500854492188,556.6426391601562,548.1320190429688,564.2093505859375,15.741399765014648
7280953,0.0002618424608355937,94.60765838623047,94.46591186523438,94.75878143310547,94.59359741210938,94.4334945678711,94.71416473388672,12.877099990844727
7283365,9.271663524206106e-05,256.7723388671875,249.4135284423828,263.3607482910156,257.38800048828125,249.6729278564453,264.4158935546875,15.59570026397705
7300322,4.6146191831583545e-05,176.5680389404297,175.83424377441406,177.31451416015625,176.778564453125,175.89599609375,177.6212615966797,15.570199966430664
7341653,0.00012317877099157808,19.208126068115234,19.200145721435547,19.214981079101562,19.21030616760254,19.20347023010254,19.216623306274414,12.83329963684082
7350067,6.849807345914974e-05,127.57735443115234,127.22160339355469,127.9703369140625,127.42645263671875,127.07459259033203,127.73818969726562,15.633000373840332
7381727,0.00013869369494864294,352.54119873046875,349.65716552734375,355.1308288574219,352.9573974609375,349.6695861816406,356.2847595214844,15.469300270080566
7422811,0.00023975243626126472,352.1108093261719,348.7817077636719,355.0210266113281,351.18170166015625,348.1292724609375,355.5588073730469,15.686200141906738
7431659,0.00011187958041169867,443.8589782714844,437.49072265625,451.4614562988281,445.5039978027344,439.29931640625,452.81549072265625,16.1924991607666
7434110,3.23711082943737e-05,206.51104736328125,201.02984619140625,211.4629669189453,208.84840393066406,203.46475219726562,213.66737365722656,15.938599586486816
7445605,7.054204978556024e-05,540.7622680664062,532.3910522460938,547.3722534179688,523.5706176757812,518.4872436523438,545.1937866210938,15.738300323486328
7448057,2.0398011053896788e-05,344.6238708496094,341.0946960449219,347.7983093261719,343.95428466796875,340.1980895996094,347.966064453125,15.764699935913086
7449695,3.5178599503068e-05,373.5402526855469,360.2350769042969,388.31146240234375,377.8613586425781,363.855224609375,393.8885803222656,15.957900047302246
7505644,7.904485509244827e-06,283.851806640625,281.3623046875,286.9846496582031,282.091796875,278.8162841796875,285.1164855957031,16.054500579833984
7509281,3.872721317746504e-05,253.31494140625,251.32675170898438,255.29176330566406,253.381591796875,251.6510009765625,255.03492736816406,15.920599937438965
7534455,3.7789403652894753e-05,220.16697692871094,218.96875,221.19540405273438,220.22311401367188,219.00717163085938,221.23716735839844,15.213899612426758
7547969,0.0001894731513554734,403.720947265625,399.8205871582031,407.7611083984375,401.3955383300781,397.5993957519531,404.8876037597656,15.747200012207031
7592133,0.00023544143760866946,95.35118865966797,95.1568374633789,95.54312133789062,95.31690979003906,95.15553283691406,95.47998046875,14.833800315856934
7592990,0.00011316968693027223,564.8596801757812,550.1220703125,584.8617553710938,nan,nan,nan,16.69029998779297
7661403,0.00021448366466434818,152.89096069335938,151.9359130859375,153.8367462158203,153.16184997558594,152.30801391601562,153.90823364257812,16.222900390625
7670700,0.0002485205865167729,154.0946807861328,153.5151824951172,154.7006378173828,154.15060424804688,153.6923828125,154.65518188476562,15.143099784851074
7671030,0.00019968601568122037,181.71142578125,180.8411407470703,182.4840087890625,181.4894561767578,180.83502197265625,182.32945251464844,15.66409969329834
7678417,6.668565366442782e-05,122.85711669921875,121.92053985595703,123.78409576416016,122.57574462890625,121.84835052490234,123.37250518798828,15.085800170898438
7686474,7.921044019952758e-05,324.44287109375,321.4375,327.51861572265625,324.8338317871094,321.6715087890625,328.7774658203125,15.479100227355957
7740983,8.372814003290578e-05,556.7764282226562,464.6556701660156,674.055419921875,511.8995056152344,388.8137512207031,666.5516967773438,14.970600128173828
7741987,0.00024067503173729425,132.3668975830078,127.45246124267578,137.5296173095703,0.0,0.0,0.0,19.58329963684082
7742097,0.000153660550342893,386.2640686035156,382.9591064453125,390.4757995605469,387.07049560546875,383.6799621582031,390.8470153808594,15.854700088500977
7743830,2.5913083198579104e-06,318.4612731933594,313.1916809082031,323.4336853027344,317.6980895996094,313.21551513671875,322.00933837890625,15.313899993896484
7751342,4.8682201564331665e-05,455.5670166015625,446.49871826171875,464.53240966796875,459.33538818359375,449.3780212402344,471.03814697265625,15.591899871826172
7800087,0.0001059978305739425,150.86485290527344,150.50209045410156,151.21006774902344,150.96652221679688,150.71963500976562,151.24635314941406,14.408100128173828
7809755,2.5735689072992795e-05,437.7880554199219,433.1336669921875,441.8969421386719,436.8861389160156,431.08349609375,442.177978515625,15.725299835205078
7830341,0.00011841757564525777,319.4920654296875,314.3447570800781,325.1123046875,318.9143981933594,313.2679443359375,324.1803894042969,14.90310001373291
7847566,0.000146160736662187,119.94386291503906,119.63066101074219,120.27672576904297,119.9297866821289,119.66484069824219,120.25901794433594,15.155500411987305
7849619,1.6755592662950534e-05,447.3495788574219,443.16827392578125,451.9241638183594,447.6474609375,442.115966796875,452.2214050292969,15.60420036315918
7871438,0.00021184478409680936,172.44105529785156,172.11224365234375,172.79759216308594,172.3317108154297,171.9572296142578,172.6842498779297,13.973600387573242
7877209,7.780948645377773e-05,342.0964050292969,336.1463623046875,349.61810302734375,nan,nan,nan,16.45199966430664
7889173,7.290253290129866e-05,418.4841003417969,414.3333740234375,423.5809020996094,417.3502502441406,412.34515380859375,421.64471435546875,15.528400421142578
7898781,7.449298971024218e-05,194.1988983154297,192.8118438720703,196.06044006347656,194.54757690429688,192.7838134765625,196.52879333496094,15.415399551391602
7938615,0.00011389291971204278,252.99705505371094,247.20753479003906,257.81768798828125,nan,nan,nan,16.26930046081543
7939565,0.00011123362276999846,65.27958679199219,65.22920989990234,65.33554077148438,65.30024719238281,65.24125671386719,65.3528823852539,14.181599617004395
7954195,0.0001814226272488274,163.69981384277344,162.89422607421875,164.54591369628906,163.9847412109375,163.32757568359375,164.80270385742188,15.642600059509277
7956465,3.7217917703841324e-05,284.29669189453125,279.70379638671875,287.7667541503906,283.5172424316406,278.5570068359375,287.1159973144531,16.503000259399414
7973675,8.680614954037251e-05,206.09100341796875,198.4900665283203,214.7919464111328,204.76869201660156,197.3979034423828,211.15003967285156,15.106599807739258
7987934,0.00010377099222529184,226.15390014648438,202.95101928710938,250.0647430419922,235.03627014160156,217.99859619140625,257.3771667480469,15.753000259399414
8005405,0.00025391584878892474,175.68858337402344,174.477294921875,176.91043090820312,175.63514709472656,174.53273010253906,176.63006591796875,15.880599975585938
8007234,3.5929872055609597e-05,242.47708129882812,240.23504638671875,244.27706909179688,242.55166625976562,240.89144897460938,244.3610076904297,15.899100303649902
8012943,0.00011880641502558844,213.10964965820312,212.00218200683594,214.35501098632812,213.1595001220703,212.03221130371094,214.3118896484375,15.353699684143066
8075991,7.683378450007862e-05,308.6863708496094,306.2326965332031,311.0636291503906,308.4670715332031,305.6604919433594,311.0072326660156,15.122200012207031
