KIC ID,kic_kepmag
10055337.0,15.048999786377001
10065745.0,15.8339996337891
10067340.0,14.520000457763699
10081040.0,15.9910001754761
10081899.0,15.2790002822876
10091786.0,15.998000144958501
10096977.0,15.8459997177124
10121738.0,16.4829998016357
10128760.0,15.831000328064
10131950.0,15.9840002059937
10146539.0,15.2430000305176
10165815.0,15.305999755859402
10188460.0,13.3690004348755
10196885.0,14.666999816894501
10224595.0,14.404999732971199
10224611.0,12.8439998626709
10269616.0,15.390000343322802
10274090.0,15.390000343322802
10285642.0,15.770999908447301
10320552.0,14.416999816894501
10320656.0,12.8929996490479
10332732.0,15.5930004119873
10336624.0,12.7069997787476
10363074.0,15.319000244140598
10384891.0,15.6219997406006
10388283.0,15.1579999923706
10412044.0,15.182000160217301
10452252.0,15.708000183105499
10452840.0,15.960000038147
10471960.0,15.4390001296997
10489175.0,13.812000274658198
10518758.0,15.126999855041499
10522057.0,15.888999938964801
10525199.0,15.989000320434599
10536761.0,14.604999542236301
10538002.0,16.1140003204346
10548508.0,15.385999679565401
10548640.0,15.559000015258801
10553513.0,15.8839998245239
10584063.0,15.6510000228882
10587237.0,15.6750001907349
10592027.0,16.4899997711182
10622511.0,13.2259998321533
10647081.0,12.2530002593994
10676126.0,15.434000015258801
10677397.0,15.295999526977502
10709619.0,15.168999671936
10710233.0,16.225999832153303
10710753.0,15.501999855041499
10713157.0,13.3649997711182
10731839.0,11.9460000991821
10753072.0,15.444000244140598
10784750.0,16.0769996643066
10790812.0,15.8100004196167
10790838.0,15.940999984741199
10793757.0,14.829000473022498
10796551.0,14.4040002822876
10800330.0,15.0749998092651
10801273.0,10.5649995803833
10857583.0,15.083000183105499
10860741.0,16.1439990997314
10872868.0,15.125
10880514.0,15.9870004653931
10905192.0,16.7730007171631
10905746.0,13.496000289917
10907400.0,14.911999702453599
10907415.0,14.6759996414185
10909367.0,14.277000427246099
10920281.0,15.519000053405799
10921009.0,16.1720008850098
10936170.0,15.045999526977502
10938188.0,14.414999961853
10960823.0,15.6949996948242
10966172.0,15.8240003585815
10975238.0,15.0260000228882
10991155.0,15.322999954223599
11017875.0,15.5959997177124
11025770.0,14.6219997406006
11027877.0,15.8579998016357
11031746.0,15.793999671936
11037498.0,14.753999710083
11042875.0,15.41100025177
11069034.0,15.9280004501343
11085850.0,14.708000183105499
11091336.0,15.9739999771118
11092783.0,15.9490003585815
11124203.0,14.286999702453599
11127082.0,15.536999702453599
11137723.0,15.1899995803833
11145556.0,15.255000114440902
11145819.0,14.5740003585815
11147271.0,15.3839998245239
11196417.0,15.953000068664599
11198419.0,15.8409996032715
11241109.0,13.9930000305176
11242724.0,15.480999946594201
11244150.0,14.9449996948242
11251458.0,15.720000267028801
11293949.0,15.494999885559098
11343461.0,16.0849990844727
11349556.0,15.8719997406006
11350063.0,15.822999954223599
11395206.0,13.578000068664599
11408748.0,15.1789999008179
11446073.0,15.628999710083
11468094.0,15.918999671936
11493667.0,15.072999954223599
11495571.0,13.2180004119873
11498106.0,15.237999916076697
11512270.0,15.4329996109009
11514272.0,15.8520002365112
11515276.0,15.9930000305176
11521274.0,14.4490003585815
11550428.0,14.8819999694824
11555805.0,14.9549999237061
11597669.0,16.0319995880127
11655859.0,15.1319999694824
11656398.0,13.5939998626709
11672056.0,13.585000038147
11674867.0,13.645000457763699
11702167.0,15.052000045776401
11703456.0,15.137000083923303
11755098.0,16.6569995880127
11760021.0,15.8269996643066
11764055.0,15.4060001373291
11774350.0,15.5410003662109
11808734.0,15.3459997177124
11820505.0,15.5240001678467
11820708.0,15.911999702453599
11855334.0,15.758000373840302
11855853.0,16.8920001983643
11868209.0,15.501999855041499
11869690.0,14.104999542236301
11870769.0,15.8249998092651
11912947.0,15.5959997177124
11918321.0,13.0170001983643
11925804.0,14.4770002365112
11955208.0,15.6579999923706
11961075.0,14.880000114440902
12004872.0,14.1510000228882
12007544.0,15.739000320434599
12022407.0,16.631000518798803
12060710.0,14.4720001220703
892376.0,13.960000038147
1572802.0,15.329000473022498
1872885.0,15.609999656677198
1873543.0,14.444000244140598
2157356.0,15.9840002059937
2283749.0,16.5219993591309
2300039.0,15.427000045776401
2424688.0,15.817999839782699
2441562.0,15.5579996109009
2442004.0,15.890000343322802
2555396.0,15.7089996337891
2557669.0,14.746000289917
2570846.0,15.413999557495101
2577743.0,14.013999938964801
2713086.0,15.020000457763699
2832720.0,15.208000183105499
2834564.0,14.5089998245239
2834612.0,15.5749998092651
2834637.0,15.6190004348755
2992668.0,14.2749996185303
3102763.0,15.833000183105499
3103752.0,15.640000343322802
3109825.0,14.1850004196167
3130391.0,15.847999572753901
3216700.0,15.7019996643066
3219046.0,17.6639995574951
3323808.0,13.3590002059937
3335194.0,15.753999710083
3442034.0,14.1599998474121
3444822.0,15.5509996414185
3449953.0,13.4040002822876
3454793.0,15.494999885559098
3525783.0,15.8319997787476
3545104.0,14.58899974823
3631048.0,15.921999931335401
3640527.0,15.0430002212524
3646734.0,14.9200000762939
3730841.0,15.6319999694824
3733753.0,15.263999938964801
3748172.0,15.604000091552699
3831911.0,15.020999908447301
3934090.0,15.03600025177
3935499.0,15.2880001068115
3940372.0,15.859999656677198
4043389.0,11.376999855041499
4067894.0,15.8439998626709
4074068.0,15.6190004348755
4077867.0,15.7679996490479
4142890.0,13.722999572753901
4142913.0,10.9099998474121
4175707.0,15.020000457763699
4242514.0,15.6499996185303
