,StdDeviation,Skew,Kurtosis,EtaE,StetsonK,Amplitude,Beyond1Std,Beyond2Std,Beyond3Std,MagnitudePercentageRatio,Cusum
1,0.003996711172907268,-1.1188139140647817,0.6937870564018462,1.7527765771929584,0.8290258264525442,0.005179255125520754,0.16666666666666666,0.0,0.0,0.1933132457709125,0.37839678825224016
2,0.0014741778744778475,-1.0914465336824044,0.5995682000901201,1.604154379955111,0.8502565328173902,0.0017659352558521135,0.2,0.0,0.0,0.24706354852874418,0.380246281138834
3,0.0013260259564417164,-0.4997467926621965,-1.4825625026117661,1.353938145896263,0.8648245076724443,0.0015984104886488382,0.16666666666666666,0.0,0.0,0.1670485907575779,0.39473657594602457
4,0.026812233707521265,-0.9913366111526354,0.2194725476717263,1.2426076327135307,0.8630378814994238,0.03405052626558813,0.16666666666666666,0.0,0.0,0.34137040290903636,0.39392109639887657
5,0.003921385091367588,-1.5417541819578962,1.249344201596445,1.168763427561692,0.8187643376523133,0.005663966083760741,0.2,0.1,0.0,0.036870266148514054,0.3883740260852971
6,0.012975778352243884,-0.8676726673685782,-0.2569669506919965,1.0435001760563045,0.8907817331129636,0.017297671261335523,0.14285714285714285,0.0,0.0,0.2814567829306911,0.4123518165130269
7,0.003143654477164937,-0.7591835204997586,-1.0196280923194871,1.795567131921385,0.9000379736810258,0.0036379576434573124,0.2,0.0,0.0,0.31241305151368526,0.40250921829616204
8,0.00455046946962704,-0.2456075375177534,-2.2824152658992176,1.3283201951302377,0.9354250191153176,0.005167212060312565,0.5,0.0,0.0,0.4274798759103651,0.4269611531864102
9,0.019850996854034634,-0.995658660920759,-0.8369754661699833,2.084039331988876,0.8982165644498087,0.023274838972959344,0.16666666666666666,0.0,0.0,0.2643583039852866,0.40997789489494596
10,0.009949322696921873,-0.7193209216718827,-1.7199825661204189,1.718611783969779,0.9305474659087553,0.011144502444997428,0.2,0.0,0.0,0.3441964647746245,0.4161534780123933
11,0.0053906412011129065,-1.4486176047718173,1.7700874405240796,1.7703611210314967,0.83710142416865,0.006441301875076633,0.2,0.0,0.0,0.20745832122568986,0.3743631377007292
12,0.015421728965713156,-1.3398874832630934,0.11630889571252467,1.3143747070467715,0.8442978815554513,0.019629207214570954,0.25,0.0,0.0,0.08613986265381422,0.39488417564489986
13,0.044793013818162176,-1.3319001341518275,-0.16596607834611632,1.1884263939846385,0.8533307046444635,0.05211303059514094,0.25,0.0,0.0,0.08027713959693696,0.39910889179923126
14,0.004085859120253349,-0.9094542503100135,-1.003757598950827,2.1950845475179595,0.8971705276976585,0.004279724045735733,0.25,0.0,0.0,0.3868429292156823,0.38848623425599654
15,0.002603914107164079,-1.1432639394616295,-0.005647022784514455,1.4297143900616018,0.8442376078210536,0.003368444527152903,0.14285714285714285,0.0,0.0,0.1543323943276166,0.3908060731522165
16,0.001804117191609101,0.29653829032639245,-1.8595602765457793,1.750118156392629,0.8611242706088773,0.0020614552864977043,0.5,0.0,0.0,0.13369514183688994,0.39304765652305423
17,0.001836604046681917,-0.5166252331097875,-2.937123189332655,1.601555738711293,0.9588927454764986,0.0019051591454903871,0.2,0.0,0.0,0.4319072691781048,0.4288298724033709
18,0.005197907439403862,-0.31372666639535496,-1.692590501084113,0.5446413738651947,0.919990764107771,0.006621937391088295,0.45454545454545453,0.0,0.0,0.29385121454752117,0.43858838801457917
19,0.002160150196639472,-0.37326079695151443,-1.5131160055271495,1.8119546469729382,0.8595605158187835,0.002503072654530314,0.2,0.0,0.0,0.3280070656745949,0.3844071488297745
20,0.05283153035165765,-2.412722044976748,6.193787199878903,1.067011887779472,0.7242914726732805,0.0904376796446158,0.08333333333333333,0.08333333333333333,0.0,0.032746450730723416,0.346728144927093
21,0.0038109310245779903,-1.1887324882330643,0.869739430630684,1.9872489090811511,0.8511623133608589,0.004560816654775479,0.2,0.0,0.0,0.23853380359102716,0.3806513585124513
22,0.003443054072871399,-0.915186840331655,0.2733619573837487,0.7834002300776474,0.7826408404017592,0.0052650393700126585,0.4,0.0,0.0,0.15848999893900031,0.37123914683047704
23,0.0015476226016062126,-0.22729190337917932,-1.419782576742596,1.6438711657531737,0.8974632752190891,0.002004418412562714,0.42857142857142855,0.0,0.0,0.2538608653847079,0.41544476950342485
24,0.0016112392974998743,-0.36946961838440506,-2.137609591096539,1.684791271764219,0.9030680597965873,0.0018052243899475684,0.2,0.0,0.0,0.3711720505296547,0.4038643140030233
25,0.003071849248258232,-0.8108010790940089,-0.31175741185599115,0.7453409717072254,0.8649258003807756,0.004418643541722389,0.4444444444444444,0.0,0.0,0.305608174747313,0.40772993244778505
26,0.0032119940565833163,0.13390164715472805,-1.6705849844631686,0.9989275832726526,0.9002988703118657,0.004084852004348605,0.4444444444444444,0.0,0.0,0.4062214681636698,0.4244049575277036
27,0.027014606198113005,-1.6714488734457476,2.0026372212118444,1.4417966661382504,0.8122515955829015,0.03711243995030955,0.125,0.125,0.0,0.08551016194990821,0.37989589781647687
28,0.002199768149436867,-0.4662809283915026,-1.3703846216198734,1.5123912975567961,0.8961794004620521,0.0027029084454905927,0.16666666666666666,0.0,0.0,0.3161344316037814,0.40904806100376806
29,0.001184979774657473,-0.8762377560878205,-1.1854797456804036,1.765637219909528,0.924939162613604,0.0013401244472515117,0.2,0.0,0.0,0.31746144905554424,0.4136453685317497
30,0.02373615762670113,-0.6095059800598763,-2.061609688732182,1.2523123206992173,0.8914753004142855,0.025968427486688483,0.3333333333333333,0.0,0.0,0.3793830695956713,0.40690094291299883
31,0.002655882422097101,-0.924167226554721,0.15387857796209126,1.5429872378264313,0.8465891607005374,0.003179707734709325,0.2,0.0,0.0,0.26069875464192294,0.378606182468179
32,0.05868551844784943,-0.9614082388311919,-0.9242362916706077,1.0185194966805409,0.8914063510003252,0.07001219881662024,0.25,0.0,0.0,0.21723360586248774,0.4169171447297153
33,0.001564602652452797,-0.017189931543480027,-5.9008361017788955,2.0033047833834474,0.9983417757844959,0.0014078926711675877,0.0,0.0,0.0,0.7373204046657054,0.43229466974432074
34,0.005961964622920461,-0.423908611995232,-1.4996826571146502,1.7422153952151702,0.9146137778773898,0.008000263780255423,0.4,0.0,0.0,0.27541296603758825,0.291834369586352
35,0.002512103286602969,-0.6255182127289317,-3.120590897225573,1.6431754735011252,0.9744664330658174,0.002493547748683156,0.2,0.0,0.0,0.4392984632975202,0.4357946372255247
36,0.001128104359295329,0.1569562702698268,-2.003975653233321,1.2767224175370862,0.929976490987814,0.0013800337277700692,0.42857142857142855,0.0,0.0,0.38479173419819435,0.43049546383690745
37,0.001301770886354556,-0.2511806317555715,-4.567778889254109,2.0495732517034537,0.9748924636155983,0.001276571724462272,0.25,0.0,0.0,0.5775160809281313,0.4221408197252347
38,0.0009497166398040678,-1.040780109763446,0.3817712922556993,1.5897777848155394,0.8567239302958002,0.0011341838546563565,0.2,0.0,0.0,0.2553012860575968,0.38313858921956234
39,0.03623955730673594,-2.4281003201617635,4.7638164114285075,0.9256260846856085,0.6656794870989012,0.0570477129002267,0.11764705882352941,0.11764705882352941,0.0,0.02451389078768076,0.3229019809547577
40,0.0035868587553402626,-0.6061018167762059,-2.6094893101066514,2.124681718857024,0.9355881064352437,0.0036817946072780217,0.25,0.0,0.0,0.4629612876994715,0.405121533825874
